question_id,question,reference,dataset_name
2hop__59274_461854,Who was the spouse of the actor who played Scarlett in Gone With the Wind?,Laurence Olivier,musique
3hop1__107195_160713_77246,What is the meaning in the Arabic dictionary of the word which also refers to the majority religion of what became India when the country whose business news is covered by Corporate Corridor was created?,the country of India,musique
3hop1__131110_39743_24526,"In the state that includes Walnut Spring, what's the typical winter daytime temperature range in the region of Richmond?",upper 40s–lower 50s °F,musique
2hop__35137_22932,Which interpretation of the work of the writer of The Canon of Medicine was taught more in Islamic schools?,al-Razi,musique
2hop__21103_16335,Italians and the group of Jews representing the bulk of modern Jewry may be genetically similar due to what two factors?,inter-marriage and conversions in the time of the Roman Empire,musique
4hop1__178366_229349_66759_75165,There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907",musique
3hop1__255970_831637_91775,The military unit that operates destroyers and once had a ship named the USS Sanderling has a force called the seals. What does seal stand for?,"Sea, Air, and Land",musique
2hop__91021_19033,Where did the wrestler who has held the intercontinental championship the most times win in 2008?,Great American Bash,musique
2hop__310112_88165,Who did Haran's sibling marry after the death of sarah?,Keturah,musique
2hop__130508_32379,What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,musique
2hop__449673_91104,What is the experimental satellite which was the forerunner to the communication satellite of the operator of the RESOURCESAT-2 called?,ATS - 6 (Applications Technology Satellite - 6),musique
2hop__569582_304416,What record label is the performer of Almost Made Ya signed to?,Derrty Entertainment,musique
2hop__47808_198548,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,Katharine Ross,musique
3hop1__92991_78276_68042,When did the majority party in the body which determines the rules of the US House and US Senate gain control of the House?,the 2010 election,musique
2hop__31094_31122,The author of Alciphron lived in what century?,18th,musique
2hop__603598_25719,At the end of what year did the tribes from the place where the Rossen culture is located invade the Roman Empire?,406,musique
4hop1__152562_5274_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,two,musique
2hop__428940_135373,After what is the body of water Partridge Lake is part of named?,Vitus Bering,musique
3hop1__79039_131926_13165,What treaty ceded territory to the US extending west to the river next to the city that's the home of the Juicy Lucy?,Treaty of Paris,musique
2hop__32441_274635,In which military branch did the other president besides Taft that Jenkins Orphanage played for serve?,United States Army,musique
2hop__14092_8311,When was John's eldest son crowned?,1216,musique
3hop1__108833_720914_27537,Why did Roncalli leave the place where artist who made The Bacchanal of the Andrians died?,for the conclave in Rome,musique
3hop2__304722_590317_63959,When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,1 December 2010,musique
3hop1__699454_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?","Sea, Air, and Land",musique
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,100,musique
4hop1__152562_5274_458768_33677,Vilaiyaadu Mankatha's record label has just one company that is larger than it. When was the most recent Bicycle Friendly Community award given to the city where the headquarters of that larger company lies?,2013,musique
4hop2__71753_158279_70784_61381,When was the region immediately north of the region where Israel is located and the final destination for the export crops established?,1932,musique
4hop1__39871_314549_131976_56103,"When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?",usually in the summer or fall,musique
2hop__2682_577502,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Maria Shriver,musique
3hop1__68802_89752_49923,How many counties are there in the largest state in the region where the film The Family Stone was set?,sixteen,musique
4hop1__88342_75218_128008_80286,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,Pete Rose,musique
4hop3__310746_88460_30152_20999,There exists a country A that forms a boundary between Thailand and the country containing the Khong District. How were the people that the Ajuran Empire declared independence from by minting coins expelled from country A?,The dynasty regrouped and defeated the Portuguese,musique
2hop__203437_152093,What label was responsible for the performer of Live Life Loud?,Fair Trade Services,musique
3hop2__9988_73205_70784,What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?,Kingdom of Saudi Arabia,musique
3hop1__64957_87694_124169,"When was the position of Governor ended in the city that houses the head of Catholicism, and the basilica of the saint holding a knife in the Last Supper?",1952,musique
3hop1__671542_651917_47686,Where do greyhound buses leave from in the city where the performer of Darlings was born?,Toronto Coach Terminal,musique
2hop__398344_439882,Who is the creator of the main character in the Steven the Sword Fighter series?,Rebecca Sugar,musique
2hop__31124_31122,What century did a notable subjective idealist live in?,18th,musique
2hop__706038_14251,What line by a cast member of Birds of Feather is believed to have started the archie nickname?,"""Archibald, certainly not!""",musique
2hop__161507_77849,Who is the newly elected Chief Justice of the country where Masherbrum is located?,Mian Saqib Nisar,musique
3hop2__79512_16214_84681,"When did the people who first imported slaves to New York, come to the country where Lord of the Rings was filmed?",13 December 1642,musique
2hop__671664_646310,What city is in the county where the Red Cross is located?,Albemarle,musique
3hop1__726561_132457_51423,What is the name of the castle in the city where the performers of Born A Lion was formed?,Casa Loma,musique
2hop__776637_87295,Who does the cast member from Julie play in Princess Diaries?,Queen dowager Clarisse Renaldi,musique
2hop__2683_577502,Who married the governor who passed a law in honor of Donda West?,Maria Shriver,musique
